player_id,name,season,goals,assists,minutes,age,position,appearance_count,stats_through,valuation_date,actual_eur
475188,Kiernan Dewsbury-Hall,2021,1.0,2.0,2105.0,23.77324654168121,Midfield,28,2022-05-22,2022-06-15,8000000
76467,Kiko Femenía,2021,0.0,5.0,2150.0,31.365462672060342,Defender,27,2022-05-22,2022-06-15,2500000
338070,Konstantinos Tsimikas,2021,0.0,2.0,874.0,26.092253776600476,Defender,13,2022-05-17,2022-06-15,15000000
328658,Kristoffer Ajer,2021,1.0,2.0,1987.0,24.16202933667358,Defender,24,2022-05-22,2022-06-15,18000000
157509,Kurt Zouma,2021,1.0,0.0,2080.0,27.633695421535005,Defender,24,2022-05-22,2022-06-15,28000000
95424,Kyle Walker,2021,0.0,2.0,1755.0,32.04993942380747,Defender,20,2022-04-10,2022-06-15,18000000
341051,Kyle Walker-Peters,2021,1.0,2.0,2632.0,25.17231702225234,Defender,32,2022-05-22,2022-06-15,22000000
168157,Leander Dendoncker,2021,2.0,2.0,1948.0,27.16825123034696,Midfield,30,2022-05-22,2022-06-15,28000000
144028,Leandro Trossard,2021,8.0,3.0,2809.0,27.529654955269443,Attack,34,2022-05-15,2022-06-15,20000000
387626,Leon Bailey,2021,1.0,2.0,755.0,24.849243995427695,Attack,18,2022-04-30,2022-06-15,25000000
148153,Lewis Dunk,2021,1.0,0.0,2574.0,30.5659938260197,Defender,29,2022-05-22,2022-06-15,20000000
75067,Liam Cooper,2021,0.0,1.0,1815.0,30.793240107599743,Defender,21,2022-05-22,2022-06-15,7000000
